firm_id;is_synthetic;province;sector;nace_code;size_band;employee_band;operating_since;main_product_group;primary_packaging_material;export_orientation;import_dependency;data_maturity_score;bom_coverage_ratio;bom_matrix_vintage_year;sector_code_error_flag;data_source_type;generation_method;source_ids
SYN-FRM-000087;True;Corum;gida_icecek;C10-C11;orta;50-249;2023;Gida ve icecek urunleri;plastik;0.1639;0.293;0.8815;0.4643;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000088;True;Adana;tekstil;C13-C14;kucuk;10-49;2007;Tekstil ve hazir giyim;plastik;0.5534;0.3785;0.5084;0.1937;2019;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000089;True;Istanbul;kozmetik;C20.42;mikro;1-9;2022;Kozmetik ve kisisel bakim;plastik;0.2561;0.409;0.744;0.7714;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000090;True;Manisa;otomotiv_yan_sanayi;C29.3;mikro;1-9;2023;Otomotiv yan sanayi parcalari;metal;0.8679;0.7288;0.1091;0.2963;2020;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000091;True;Istanbul;elektronik;C26-C27;buyuk;250-5000;1990;Elektrikli ve elektronik esya;plastik;0.5581;0.6387;0.5334;0.3945;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000092;True;Konya;tekstil;C13-C14;kucuk;10-49;2020;Tekstil ve hazir giyim;kagit_karton;0.8447;0.3619;0.3076;0.5372;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000093;True;Eskisehir;tekstil;C13-C14;mikro;1-9;2015;Tekstil ve hazir giyim;plastik;0.7366;0.4323;0.1997;0.3655;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000094;True;Istanbul;tekstil;C13-C14;mikro;1-9;2006;Tekstil ve hazir giyim;plastik;0.7626;0.1027;0.02;0.3596;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000095;True;Kayseri;kimya_boya;C20.3;mikro;1-9;1990;Kimyasal urunler ve boya;kagit_karton;0.2421;0.4992;0.3841;0.4877;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000096;True;Izmir;ilac;C21;orta;50-249;2007;Ilac ve tibbi urunler;kagit_karton;0.0894;0.4655;0.5015;0.6937;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000097;True;Istanbul;otomotiv_yan_sanayi;C29.3;mikro;1-9;2018;Otomotiv yan sanayi parcalari;ahsap;0.9519;0.4097;0.2273;0.3221;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000098;True;Denizli;tekstil;C13-C14;buyuk;250-5000;2010;Tekstil ve hazir giyim;plastik;0.5339;0.3028;0.8655;0.584;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000099;True;Gaziantep;otomotiv_yan_sanayi;C29.3;kucuk;10-49;1994;Otomotiv yan sanayi parcalari;kagit_karton;0.7813;0.6359;0.5001;0.66;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000100;True;Izmir;gida_icecek;C10-C11;kucuk;10-49;2002;Gida ve icecek urunleri;plastik;0.2729;0.2877;0.516;0.4013;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000101;True;Kayseri;tekstil;C13-C14;buyuk;250-5000;2021;Tekstil ve hazir giyim;plastik;0.6659;0.3692;0.3542;0.4444;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000102;True;Istanbul;kozmetik;C20.42;kucuk;10-49;2015;Kozmetik ve kisisel bakim;cam;0.2849;0.4088;0.7625;0.8014;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000103;True;Ankara;kozmetik;C20.42;orta;50-249;1995;Kimyasal urunler ve boya;plastik;0.5175;0.2285;0.1504;0.5207;2023;True;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000104;True;Istanbul;gida_icecek;C10-C11;kucuk;10-49;2013;Gida ve icecek urunleri;plastik;0.5936;0.1515;0.5304;0.76;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000105;True;Istanbul;tekstil;C13-C14;mikro;1-9;2014;Tekstil ve hazir giyim;kagit_karton;0.6871;0.1412;0.5327;0.6233;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000106;True;Istanbul;otomotiv_yan_sanayi;C29.3;orta;50-249;1985;Otomotiv yan sanayi parcalari;metal;0.9018;0.507;0.6216;0.5622;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000107;True;Antalya;kimya_boya;C20.3;mikro;1-9;2015;Kimyasal urunler ve boya;kagit_karton;0.1726;0.1557;0.5398;0.5019;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000108;True;Samsun;kozmetik;C20.42;mikro;1-9;2018;Kozmetik ve kisisel bakim;kagit_karton;0.3405;0.3249;0.5933;0.8282;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000109;True;Ankara;otomotiv_yan_sanayi;C29.3;kucuk;10-49;2008;Otomotiv yan sanayi parcalari;kagit_karton;0.5333;0.7008;0.4643;0.6685;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000110;True;Antalya;ilac;C21;mikro;1-9;2001;Ilac ve tibbi urunler;plastik;0.383;0.3961;0.3769;0.3844;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000111;True;Istanbul;ilac;C21;buyuk;250-5000;2023;Ilac ve tibbi urunler;ahsap;0.2506;0.6573;0.99;0.2838;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000112;True;Manisa;kozmetik;C20.42;buyuk;250-5000;1990;Kozmetik ve kisisel bakim;cam;0.0614;0.576;0.8322;0.5773;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000113;True;Istanbul;elektronik;C26-C27;mikro;1-9;2024;Elektrikli ve elektronik esya;plastik;0.2798;0.5428;0.5092;0.4261;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000114;True;Izmir;gida_icecek;C10-C11;mikro;1-9;1997;Gida ve icecek urunleri;kagit_karton;0.3319;0.0638;0.5927;0.5689;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000115;True;Ankara;gida_icecek;C10-C11;kucuk;10-49;2000;Gida ve icecek urunleri;metal;0.3148;0.1524;0.5293;0.4702;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000116;True;Balikesir;elektronik;C26-C27;kucuk;10-49;2018;Elektrikli ve elektronik esya;kagit_karton;0.4121;0.7416;0.8013;0.2454;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000117;True;Adana;tekstil;C13-C14;mikro;1-9;2014;Tekstil ve hazir giyim;kagit_karton;0.4648;0.2675;0.3671;0.2214;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000118;True;Istanbul;ilac;C21;kucuk;10-49;2025;Ilac ve tibbi urunler;plastik;0.1984;0.2616;0.6875;0.7642;2021;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000119;True;Kocaeli;elektronik;C26-C27;kucuk;10-49;2023;Elektrikli ve elektronik esya;kagit_karton;0.4954;0.7851;0.2283;0.2614;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000120;True;Gaziantep;kozmetik;C20.42;mikro;1-9;2013;Kozmetik ve kisisel bakim;plastik;0.543;0.4351;0.0907;0.3492;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000121;True;Samsun;tekstil;C13-C14;mikro;1-9;1992;Tekstil ve hazir giyim;plastik;0.5413;0.2605;0.147;0.4922;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000122;True;Istanbul;kozmetik;C20.42;kucuk;10-49;2023;Kozmetik ve kisisel bakim;kagit_karton;0.6119;0.2285;0.2898;0.4516;2021;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000123;True;Ankara;kozmetik;C20.42;orta;50-249;2006;Kozmetik ve kisisel bakim;plastik;0.4252;0.3265;0.5815;0.5395;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000124;True;Izmir;kozmetik;C20.42;buyuk;250-5000;1997;Kozmetik ve kisisel bakim;cam;0.1694;0.312;0.477;0.2222;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000125;True;Tekirdag;otomotiv_yan_sanayi;C29.3;kucuk;10-49;1986;Otomotiv yan sanayi parcalari;ahsap;0.2828;0.5037;0.5812;0.5697;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000126;True;Kayseri;kimya_boya;C20.3;orta;50-249;1993;Kimyasal urunler ve boya;plastik;0.3666;0.4006;0.7302;0.4927;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000127;True;Bursa;ilac;C21;kucuk;10-49;2012;Ilac ve tibbi urunler;cam;0.6557;0.3213;0.1597;0.2257;2020;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000128;True;Istanbul;gida_icecek;C10-C11;buyuk;250-5000;2003;Gida ve icecek urunleri;plastik;0.0528;0.1484;0.7432;0.6395;2020;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000129;True;Sakarya;elektronik;C26-C27;mikro;1-9;2014;Elektrikli ve elektronik esya;plastik;0.1672;0.4096;0.5347;0.5819;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000130;True;Balikesir;otomotiv_yan_sanayi;C29.3;buyuk;250-5000;2003;Otomotiv yan sanayi parcalari;kagit_karton;0.7517;0.5338;0.678;0.5742;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000131;True;Kocaeli;gida_icecek;C10-C11;mikro;1-9;1987;Gida ve icecek urunleri;metal;0.2831;0.2537;0.351;0.0656;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000132;True;Adana;tekstil;C13-C14;mikro;1-9;2006;Tekstil ve hazir giyim;plastik;0.5741;0.1621;0.4328;0.2174;2020;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000133;True;Izmir;kozmetik;C20.42;kucuk;10-49;2023;Kozmetik ve kisisel bakim;cam;0.5426;0.2415;0.8398;0.4807;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000134;True;Istanbul;gida_icecek;C10-C11;mikro;1-9;1997;Gida ve icecek urunleri;plastik;0.3365;0.0355;0.2113;0.2275;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000135;True;Istanbul;ilac;C21;mikro;1-9;2009;Ilac ve tibbi urunler;metal;0.098;0.1212;0.4311;0.6215;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000136;True;Kayseri;gida_icecek;C10-C11;kucuk;10-49;2025;Gida ve icecek urunleri;metal;0.0896;0.197;0.114;0.4348;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000137;True;Izmir;gida_icecek;C10-C11;orta;50-249;2018;Gida ve icecek urunleri;ahsap;0.494;0.0216;0.9612;0.4437;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000138;True;Mersin;gida_icecek;C10-C11;orta;50-249;2015;Gida ve icecek urunleri;metal;0.2272;0.0875;0.8297;0.7338;2020;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000139;True;Izmir;kimya_boya;C20.3;orta;50-249;2000;Kimyasal urunler ve boya;metal;0.3116;0.214;0.5001;0.5185;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000140;True;Istanbul;ev_temizlik;C20.41;kucuk;10-49;2013;Ev temizlik urunleri;plastik;0.3136;0.0608;0.806;0.9546;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000141;True;Antalya;gida_icecek;C10-C11;kucuk;10-49;2014;Gida ve icecek urunleri;metal;0.121;0.1645;0.5262;0.3282;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000142;True;Istanbul;otomotiv_yan_sanayi;C29.3;kucuk;10-49;1991;Otomotiv yan sanayi parcalari;plastik;0.8149;0.5417;0.6216;0.0827;2019;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000143;True;Tekirdag;gida_icecek;C10-C11;kucuk;10-49;2002;Gida ve icecek urunleri;metal;0.5186;0.0484;0.6412;0.2734;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000144;True;Bursa;ilac;C21;mikro;1-9;2001;Ilac ve tibbi urunler;metal;0.3266;0.4712;0.5401;0.7391;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000145;True;Ankara;gida_icecek;C10-C11;kucuk;10-49;1994;Gida ve icecek urunleri;plastik;0.0487;0.011;0.3171;0.3481;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000146;True;Sakarya;gida_icecek;C10-C11;orta;50-249;2013;Gida ve icecek urunleri;metal;0.4688;0.0802;0.5955;0.709;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000147;True;Istanbul;gida_icecek;C10-C11;mikro;1-9;2025;Gida ve icecek urunleri;kagit_karton;0.1844;0.0789;0.6003;0.806;2020;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000148;True;Ankara;tekstil;C13-C14;orta;50-249;1987;Tekstil ve hazir giyim;kagit_karton;0.4392;0.3052;0.7459;0.668;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000149;True;Balikesir;tekstil;C13-C14;kucuk;10-49;2025;Tekstil ve hazir giyim;kagit_karton;0.8906;0.0611;0.2965;0.5281;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000150;True;Adana;gida_icecek;C10-C11;buyuk;250-5000;1988;Gida ve icecek urunleri;metal;0.2762;0.2059;0.9252;0.6697;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000151;True;Konya;kimya_boya;C20.3;buyuk;250-5000;2021;Kimyasal urunler ve boya;metal;0.4107;0.5941;0.9402;0.8382;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000152;True;Bursa;kozmetik;C20.42;mikro;1-9;2010;Gida ve icecek urunleri;metal;0.2377;0.3921;0.5828;0.1585;2025;True;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000153;True;Samsun;gida_icecek;C10-C11;orta;50-249;1993;Gida ve icecek urunleri;kagit_karton;0.1962;0.3477;0.4675;0.3137;2021;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000154;True;Mersin;kozmetik;C20.42;kucuk;10-49;1995;Kozmetik ve kisisel bakim;plastik;0.1824;0.0682;0.7357;0.9927;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000155;True;Kocaeli;elektronik;C26-C27;mikro;1-9;1992;Elektrikli ve elektronik esya;kagit_karton;0.5296;0.8215;0.6592;0.1721;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000156;True;Kayseri;kozmetik;C20.42;kucuk;10-49;1999;Kozmetik ve kisisel bakim;kagit_karton;0.2049;0.4155;0.6693;0.8607;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000157;True;Kayseri;gida_icecek;C10-C11;mikro;1-9;2019;Gida ve icecek urunleri;plastik;0.2088;0.0698;0.3946;0.5522;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000158;True;Kocaeli;gida_icecek;C10-C11;mikro;1-9;2012;Gida ve icecek urunleri;plastik;0.1581;0.233;0.252;0.4509;2021;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000159;True;Ankara;kimya_boya;C20.3;kucuk;10-49;2017;Kimyasal urunler ve boya;plastik;0.5783;0.2976;0.6037;0.6618;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000160;True;Izmir;otomotiv_yan_sanayi;C29.3;kucuk;10-49;2007;Otomotiv yan sanayi parcalari;plastik;0.8336;0.5709;0.2253;0.5033;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000161;True;Bursa;gida_icecek;C10-C11;mikro;1-9;2024;Gida ve icecek urunleri;plastik;0.3908;0.3239;0.2768;0.4182;2025;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000162;True;Konya;otomotiv_yan_sanayi;C29.3;kucuk;10-49;2017;Otomotiv yan sanayi parcalari;metal;0.6654;0.3767;0.1015;0.4894;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000163;True;Sakarya;otomotiv_yan_sanayi;C29.3;mikro;1-9;1989;Otomotiv yan sanayi parcalari;kagit_karton;0.6132;0.2306;0.6551;0.4589;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000164;True;Bursa;kozmetik;C20.42;mikro;1-9;2019;Kozmetik ve kisisel bakim;plastik;0.4214;0.4063;0.5567;0.1832;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000165;True;Bursa;gida_icecek;C10-C11;kucuk;10-49;2019;Gida ve icecek urunleri;plastik;0.124;0.2313;0.1362;0.5173;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000166;True;Eskisehir;gida_icecek;C10-C11;orta;50-249;1991;Gida ve icecek urunleri;plastik;0.329;0.4169;0.7815;0.7716;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000167;True;Kocaeli;tekstil;C13-C14;orta;50-249;1995;Tekstil ve hazir giyim;plastik;0.6753;0.3961;0.1071;0.1024;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000168;True;Samsun;ilac;C21;kucuk;10-49;2011;Ilac ve tibbi urunler;kompozit;0.3495;0.6969;0.2907;0.3671;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000169;True;Istanbul;kozmetik;C20.42;orta;50-249;2024;Kozmetik ve kisisel bakim;plastik;0.2916;0.0764;0.4466;0.4371;2024;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000170;True;Gaziantep;gida_icecek;C10-C11;kucuk;10-49;1991;Gida ve icecek urunleri;plastik;0.1483;0.0884;0.6772;0.7129;2020;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000171;True;Manisa;ilac;C21;kucuk;10-49;1996;Ilac ve tibbi urunler;kagit_karton;0.2858;0.8469;0.4581;0.6233;2023;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
SYN-FRM-000172;True;Gaziantep;kozmetik;C20.42;kucuk;10-49;2019;Kozmetik ve kisisel bakim;plastik;0.3502;0.2956;0.274;0.2454;2026;False;synthetic;"config.SECTORS + config.SIZE_BANDS ile parametrize log-normal olcek; Beta dagilimli dis ticaret ve veri olgunlugu";SYN-GEN-01
