observation_id;firm_id;period;year;quarter;split;sector;size_band;province;f_s2_peer_group;declared_packaging_tonnage;production_qty;f_s1_decl_lag1;f_s1_decl_lag2;f_s1_decl_lag3;f_s1_decl_lag4;f_s1_decl_qoq;f_s1_decl_yoy;f_s1_hist_median;f_s1_hist_std;f_s1_hist_p10;f_s1_hist_n;f_s1_z_own;f_s1_vs_hist_median_ratio;f_s1_below_hist_p10;f_s1_history_len;f_ratio_decl_per_prod;f_s1_ratio_hist_median;f_s1_ratio_hist_std;f_s1_ratio_z_own;f_s2_peer_median_prev;f_s2_peer_p10_prev;f_s2_peer_iqr_prev;f_s2_peer_n_prev;f_s2_vs_peer_median;f_s2_peer_z;f_s2_below_peer_p10;f_s3_bom_expected;f_s3_bom_gap_abs;f_s3_bom_gap_rel;f_s3_bom_coverage;f_s4_prod_lag1;f_s4_prod_lag4;f_s4_prod_qoq;f_s4_prod_yoy;f_s4_divergence_qoq;f_s4_divergence_yoy;f_s4_elasticity;f_s5_export_share;f_s5_import_share;f_s5_return_share;f_s5_domestic_derived;f_s5_decl_per_domestic;f_s5_export_share_lag1;f_s5_export_share_delta;f_s5_exemption_flag;f_s5_exempt_share;f_s5_correction_qty;f_s5_trade_data_missing;f_s5_dpd_hist_median;f_s5_dpd_hist_std;f_s5_dpd_vs_hist;f_s5_dpd_z_own;f_s2_dpd_vs_peer_median;f_s2_dpd_below_peer_p10;f_s6_quarter;f_s6_own_quarter_mean_prev;f_s6_seasonal_resid;f_s7_matrix_age_years;f_s7_matrix_stale_flag;f_s7_material_mix_entropy;f_s7_mix_plastik;f_s7_mix_kagit_karton;f_s7_mix_cam;f_s7_mix_metal;f_s7_mix_kompozit;f_s7_mix_ahsap;f_s7_mix_shift_l1;f_s8_external_available;f_s8_external_gap_abs;f_s8_external_gap_rel;f_avail_s1;f_avail_s2;f_avail_s3;f_avail_s4;f_avail_s5;f_avail_s6;f_avail_s7;f_avail_s8;f_active_signal_count;f_data_quality_score;f_data_freshness_days;f_missing_field_count;f_data_confidence_level;f_firm_age_years
SYN-FRM-000131-2024Q2;SYN-FRM-000131;2024Q2;2024;2;train;gida_icecek;mikro;Kocaeli;gida_icecek|mikro;1.5447;3540.22;1.7076;1.5348;1.5729;2.0162;-0.09539704848910754;-0.23385576827695667;1.5729;0.2527857927178662;1.41378;5.0;-0.11155690237494467;0.9820713332061797;0;5.0;0.0004363288157233166;0.0005452125354861297;7.187291094680793e-05;-1.5149479592303743;0.0008237291085253233;6.387029669702496e-05;0.00244937839565459;47.0;0.5296994014263402;-0.15816269690681048;0;0.102;-1.4426999999999999;-14.144117647058824;0.0656;2998.65;4142.61;0.18060460540576584;-0.14541315740559693;-0.2760016538948734;-0.08844261087135974;-0.5282093902023053;0.2703515087859922;0.18457608653090934;0.06545328072563612;2883.65;0.0005356752726579161;0.24318473674555127;0.027166772040440906;0;0.0;0.0;0;0.0005740250940242968;6.861259196246417e-05;0.9331913852449846;-0.5589327012651082;0.5817874468083134;0;2;0.0004842211272204797;-0.09890586925042688;-2;0;0.6043522417207181;0.04143467564417973;0.019875695973067462;0.061439854978635244;0.0068626181535672666;0.013142561180888255;0.8572445940696621;0.06980336160039163;1;0.019300000000000095;0.012340153452685482;1;1;1;1;1;1;1;1;8;0.7025;319;0;orta;37
SYN-FRM-000131-2024Q3;SYN-FRM-000131;2024Q3;2024;3;train;gida_icecek;mikro;Kocaeli;gida_icecek|mikro;1.1508;2810.46;1.5447;1.7076;1.5348;1.5729;-0.25500097106234215;-0.2683578104138851;1.5588;0.22894901979844046;1.4339499999999998;6.0;-1.7820561117020302;0.7382602001539647;1;6.0;0.0004094703358169125;0.0005159552675282244;7.152783527087629e-05;-1.488720178767509;0.0007459577815177537;6.367663914345346e-05;0.002268638627251765;47.0;0.5489189146653699;-0.14832130673383753;0;0.0883;-1.0625;-12.032842582106454;0.0656;3540.22;2884.93;-0.20613408206269662;-0.025813451279580374;-0.04886688899964553;-0.24254435913430475;1.237063606904085;0.3125572496327893;0.23835359541244125;0.0071951609493818396;2510.09;0.00045846961662729223;0.2703515087859922;0.042205740846797124;0;0.0;0.0;0;0.0005692128807222512;6.260915540124473e-05;0.8054449084946191;-1.7688030350391428;0.44251761304616555;0;3;0.0004615134076468179;-0.11276611029626331;-2;0;0.5484731203053781;0.06525895029544665;0.021202641640597847;0.041101842196732706;0.0;0.006517205422314911;0.8659193604449079;0.06765197338808623;0;;;1;1;1;1;1;1;1;0;7;0.5539;375;1;orta;37
SYN-FRM-000131-2024Q4;SYN-FRM-000131;2024Q4;2024;4;train;gida_icecek;mikro;Kocaeli;gida_icecek|mikro;0.4983;1746.35;1.1508;1.5447;1.7076;1.5348;-0.5669968717413973;-0.6753322908522283;1.5447;0.2736650681468307;1.26018;7.0;-3.8236520542642674;0.32258691007962714;1;7.0;0.00028533799066624677;0.0004866979995703192;7.377921368016163e-05;-2.729224111509009;0.0008291385773446621;5.584490580119436e-05;0.0027082546222019148;48.0;0.344137878109651;-0.2007937445099917;0;0.0309;-0.46740000000000004;-15.126213592233011;0.0656;2810.46;2714.48;-0.3786248514478057;-0.3566539447702691;-0.18837202029359162;-0.3186783460819592;1.4975162606820043;0.523481031894416;0.19580113652062592;0.02576052018383267;978.84;0.0005090719627313964;0.3125572496327893;0.21092378226162667;0;0.0;0.0;0;0.0005644006674202056;6.905049950864918e-05;0.9019691012384716;-0.8012788478362688;0.6519523539904808;0;4;0.0004773414356515211;-0.402235026429687;-2;0;0.4391591652002859;0.03792895845875978;0.012241621513144693;0.05578968492875777;0.0;0.0;0.8940397350993378;0.08561643477290984;1;-0.029500000000000026;-0.06292662116040962;1;1;1;1;1;1;1;1;8;0.7932;245;0;yuksek;37
SYN-FRM-000131-2025Q1;SYN-FRM-000131;2025Q1;2025;1;train;gida_icecek;mikro;Kocaeli;gida_icecek|mikro;0.8109;2453.66;0.4983;1.1508;1.5447;1.7076;0.6273329319686934;-0.52512297962052;1.53975;0.45036914383013155;0.9550500000000002;8.0;-1.6183391113377537;0.526643935703848;1;8.0;0.0003304858863901274;0.0004615134076468179;9.883156113110514e-05;-1.3257659775592918;0.001089227433218925;6.454373486876935e-05;0.0034953181555148634;45.0;0.3034131131029847;-0.21707367200083516;0;0.0451;-0.7657999999999999;-16.980044345898;0.0656;1746.35;2998.65;0.405021902825894;-0.18174511863671994;0.22231102914279943;-0.3433778609838001;1.5488864369845299;0.5742728901363997;0.2065464140888248;0.023111648633091664;1245.04;0.0006513043757630277;0.523481031894416;0.050791858241983734;0;0.0;0.0;0;0.0005500379700390609;6.527217074330186e-05;1.1841080275181282;1.551448413171683;0.4705846823370547;0;1;0.00042537507531897705;-0.22307181222993577;-1;0;0.43600536555723374;0.041312122333210015;0.02170427919595511;0.03650265137501541;0.0007399186089530151;0.0;0.8997410284868664;0.0385740671074847;0;;;1;1;1;1;1;1;1;0;7;0.5733;242;1;orta;38
SYN-FRM-000131-2025Q2;SYN-FRM-000131;2025Q2;2025;2;train;gida_icecek;mikro;Kocaeli;gida_icecek|mikro;0.9912;3401.48;0.8109;0.4983;1.1508;1.5447;0.2223455419903811;-0.3583220042726743;1.5348;0.4676256919564811;0.74838;9.0;-1.1624682076933217;0.6458170445660673;0;9.0;0.00029140256594188414;0.0004363288157233166;0.00010233175588412553;-1.4162392556376973;0.0008099756236306028;5.531707616472195e-05;0.0021695106232330896;48.0;0.3597670811816691;-0.23902766464260072;0;0.0622;-0.9289999999999999;-14.935691318327974;0.0656;2453.66;3540.22;0.3862882387942911;-0.03918965488020513;-0.16394269680391;-0.31913234939246915;0.5755949046866687;0.5017473186447473;0.178511482552172;0.02243378423090206;1970.2;0.000503096132372348;0.5742728901363997;-0.0725255714916524;0;0.0;0.0;0;0.0005644006674202056;7.115558698897962e-05;0.8913811790335545;-0.8615561706679807;0.4575926857101409;0;2;0.0004329760469436956;-0.32697762844193023;-1;0;0.5696581788641641;0.04651397437191;0.022903844213500155;0.06124508122288366;0.008475431338916355;0.0;0.8608616688527898;0.07775871926815325;0;;;1;1;1;1;1;1;1;0;7;0.6129;269;1;orta;38
SYN-FRM-000131-2025Q3;SYN-FRM-000131;2025Q3;2025;3;valid;gida_icecek;mikro;Kocaeli;gida_icecek|mikro;0.5881;2569.88;0.9912;0.8109;0.4983;1.1508;-0.406678773204197;-0.48896419881821346;1.4339499999999998;0.45541715980455155;0.7796399999999999;10.0;-1.857308144390097;0.41012587607657175;1;10.0;0.00022884337011844908;0.00042289957577011455;0.00010837208383790726;-1.7906475429771789;0.0009173426421559362;6.658082304046545e-05;0.0022544410780206375;51.0;0.24946335164429073;-0.3053968802954825;0;0.0458;-0.5423;-11.84061135371179;0.0656;3401.48;2810.46;-0.24448181379869935;-0.08560164528226694;-0.16219695940549764;-0.4033625535359465;1.6634315938896251;0.5451859575947168;0.17291674712599286;0.010800859949278442;1379.63;0.00042627371106746003;0.5017473186447473;0.043438638949969466;0;0.0;0.0;0;0.0005500379700390609;6.89802369238135e-05;0.7749896085122783;-1.7941988095560555;0.3206070709063537;0;3;0.0004048097937451734;-0.43468914622528787;-1;0;0.2996669936368038;0.030612244897959176;0.0;0.038775510204081626;0.0;0.0;0.9306122448979591;0.1395011520903387;0;;;1;1;1;1;1;1;1;0;7;0.5602;364;1;orta;38
SYN-FRM-000131-2025Q4;SYN-FRM-000131;2025Q4;2025;4;valid;gida_icecek;mikro;Kocaeli;gida_icecek|mikro;0.5071;1960.49;0.5881;0.9912;0.8109;0.4983;-0.13773167828600572;0.017660044150110323;1.3331;0.4846009246605068;0.5881;11.0;-1.7044953031789292;0.3803915685244918;1;11.0;0.0002586598248397084;0.0004094703358169125;0.00011965637307426074;-1.2603633814273192;0.0009589291507947155;6.917029132415117e-05;0.0021304311608078335;44.0;0.26973820185291403;-0.3286984056736541;0;0.0343;-0.4728;-13.784256559766765;0.0656;2569.88;1746.35;-0.2371278036328545;0.12262146763249068;0.09939612534684877;-0.10496142348238036;0.5808331042413566;;;0.018826925921580827;;;0.5451859575947168;;1;0.1684;0.0;1;0.0005356752726579161;7.514602069116223e-05;;;;0;4;0.0003945087471404971;-0.3443495823234778;-1;0;0.4822616622827156;0.051863537763754686;0.005718793137448235;0.04811674225990929;0.009662788404653915;0.0;0.8846381384342339;0.09194821292745056;0;;;1;1;1;1;0;1;1;0;6;0.3599;239;3;dusuk;38
SYN-FRM-000131-2026Q1;SYN-FRM-000131;2026Q1;2026;1;test;gida_icecek;mikro;Kocaeli;gida_icecek|mikro;0.4976;2146.07;0.5071;0.5881;0.9912;0.8109;-0.018733977519226994;-0.38636083364163276;1.24195;0.5093771546524424;0.5152;12.0;-1.4612944322324075;0.40066025202302824;1;12.0;0.00023186568937639496;0.0004042281674714901;0.00012252333886420892;-1.4067726173061796;0.0009673108287711832;4.989614690746859e-05;0.002540130593032678;49.0;0.23970132710180034;-0.28953044438425335;0;0.0338;-0.4638;-13.721893491124261;0.0656;1960.49;2453.66;0.09466000846727102;-0.12535966678349883;-0.11339398598649801;-0.2610011668581339;-0.19790804820923213;0.574426095146343;0.2285374323284756;0.06566564335578864;1001.2;0.0004970035956851777;;;0;0.0;0.0;0;0.0005356752726579161;7.514602069116223e-05;0.9278076122855978;-0.5146204232380129;0.41204462201812764;0;1;0.0003698033251592208;-0.3730026919672398;0;0;0.6048868102442551;0.03436495176848875;0.00944533762057878;0.08058681672025723;0.0070337620578778135;0.017282958199356914;0.8512861736334405;0.10695915428567082;1;0.010000000000000064;0.019700551615445358;1;1;1;1;1;1;1;1;8;0.7264;224;0;yuksek;39
SYN-FRM-000131-2026Q2;SYN-FRM-000131;2026Q2;2026;2;test;gida_icecek;mikro;Kocaeli;gida_icecek|mikro;0.6866;2992.1;0.4976;0.5071;0.5881;0.9912;0.37982315112540194;-0.3073042776432607;1.1508;0.5239330974857627;0.5000600000000001;13.0;-0.8859909828708888;0.5966284323948557;0;13.0;0.00022947094014237493;0.0003989859991260677;0.00012628978047454618;-1.342270596612991;0.0009544661983447452;6.109135126802454e-05;0.0026210851829518403;47.0;0.24041808975564366;-0.2766011814182581;0;0.0446;-0.642;-14.394618834080717;0.0656;2146.07;3401.48;0.3942229284226515;-0.12035349318531936;-0.01439977729724956;-0.18695078445794133;0.9634730091553392;0.6436636661550587;0.17255015832192586;0.0649161377746436;1053.79;0.00065155296596096;0.574426095146343;0.06923757100871564;0;0.0;0.0;0;0.0005223736176946563;7.260327299071517e-05;1.2472930176611887;1.7792496528747916;0.5322047032700417;0;2;0.00038269845755187047;-0.40038707861457024;0;0;0.6108839009880069;0.05142024763292061;0.037144938091769844;0.039621267297887834;0.0;0.01820830298616169;0.8536052439912599;0.09599862296049433;0;;;1;1;1;1;1;1;1;0;7;0.6309;212;1;orta;39
SYN-FRM-000132-2023Q1;SYN-FRM-000132;2023Q1;2023;1;history;tekstil;mikro;Adana;tekstil|mikro;22.1582;17065.23;;;;;;;;;;0.0;;;0;0.0;0.0012984413336357026;;;;;;;;;;0;4.6774;-17.480800000000002;-3.73728994740668;0.2174;;;;;;;;0.5853712843011786;0.17398221847040896;0.0023712901096050077;8517.1;0.0026016132251587983;;;0;0.0;0.0;0;;;;;;0;1;;;3;1;0.21704286923357674;0.0017059147403669973;0.013087705680064263;0.0056186874385103485;0.012261826321632623;0.005555505411089348;0.9617703604083364;;0;;;0;0;1;0;1;0;1;0;3;0.6661;60;1;orta;17
SYN-FRM-000132-2023Q2;SYN-FRM-000132;2023Q2;2023;2;history;tekstil;mikro;Adana;tekstil|mikro;12.5454;12494.7;22.1582;;;;-0.43382585228041987;;;;;1.0;;;0;1.0;0.0010040577204734808;;;;0.0012328377983013119;6.233168122164124e-05;0.0024484229869905245;27.0;0.8144280795551047;-0.09343976879952255;0;3.3535;-9.1919;-2.74098702847771;0.2174;17065.23;;-0.26782703778384465;;-0.16599881449657522;;1.619798568024144;0.5528632627746936;0.129790705983381;0.026152872177497705;6044.61;0.0020754688888116853;0.5853712843011786;-0.03250802152648502;0;0.0;0.0;0;;;;;0.616608249391423;0;2;0.0012984413336357026;-0.2267207655334974;3;1;0.1461177016186611;0.0;0.015455864300859276;0.012347155132558548;0.0;0.0;0.9721969805665821;0.039046492946177874;1;1.1431999999999984;0.08351474949958348;0;1;1;1;1;1;1;1;7;0.7808;65;0;yuksek;17
SYN-FRM-000132-2023Q3;SYN-FRM-000132;2023Q3;2023;3;history;tekstil;mikro;Adana;tekstil|mikro;13.7231;16277.84;12.5454;22.1582;;;0.09387504583353258;;17.3518;;;2.0;;0.7908747219308659;0;2.0;0.0008430541152880235;0.0011512495270545918;;;0.001117697425303614;3.7458930925122877e-05;0.0032438359968348677;26.0;0.7542775855093469;-0.0846662131758727;0;3.9727;-9.7504;-2.454350945200997;0.2174;12494.7;;0.30277957854130144;;-0.20890453270776888;;0.31004417895616865;0.5071027051873082;0.11974800254160525;0.06335464856899511;7943.21;0.0017276516672730547;0.5528632627746936;-0.0457605575873854;0;0.0;0.0;0;0.0023385410569852416;;0.7387732886333318;;0.5086395534307349;0;3;0.0010040577204734808;-0.160352937786817;3;1;0.19457641977175136;0.014982037586259666;0.0;0.002135086095707238;0.008518483433043556;0.009320051591841495;0.9650443412931481;0.06564114522228931;0;;;0;1;1;1;1;1;1;0;6;0.7446;78;1;yuksek;17
SYN-FRM-000132-2023Q4;SYN-FRM-000132;2023Q4;2023;4;history;tekstil;mikro;Adana;tekstil|mikro;17.4465;19837.96;13.7231;12.5454;22.1582;;0.2713235347698406;;13.7231;5.243151297009589;12.780940000000001;3.0;0.7101454428987443;1.2713235347698406;0;3.0;0.0008794503063823095;0.0010040577204734808;0.00023092617551055732;-0.5395984834359956;0.0009875773491978025;4.672717976623991e-05;0.0038846624042907607;28.0;0.8905128363835771;-0.027834347380112735;0;5.2909;-12.1556;-2.297454119336975;0.2174;16277.84;;0.2187096076629331;;0.052613927106907515;;1.24056523016581;0.5301568734738435;0.12036809995490537;0.002977487709826419;10529.01;0.001656993392541179;0.5071027051873082;0.023054168286535393;0;0.0;0.0;0;0.0020754688888116853;0.0004400025543355917;0.7983706243314949;-0.9510751520577158;0.3878568112077906;0;4;0.0008430541152880235;0.04317183254820074;3;1;0.183955830390595;0.0;0.034969764709254;0.0;0.005198750465709455;0.0;0.9598314848250364;0.06993952941850815;0;;;1;1;1;1;1;1;1;0;7;0.6239;374;1;orta;17
SYN-FRM-000132-2024Q1;SYN-FRM-000132;2024Q1;2024;1;train;tekstil;mikro;Adana;tekstil|mikro;19.5584;;17.4465;13.7231;12.5454;22.1582;0.12105006734875182;-0.1173290249207969;15.584800000000001;4.330400470318343;12.898710000000001;4.0;0.9176056642419226;1.2549663774960216;0;4.0;;0.0009417540134278952;0.00020663304078065347;;0.0010358206730396754;5.4076804093744566e-05;0.0029167302447990237;28.0;;;0;4.7946;-14.7638;-3.079255829474826;0.2174;19837.96;17065.23;;;;;;;;;;;0.5301568734738435;;0;0.0;0.0;0;0.00190156027804237;0.00043147368091543177;;;;0;1;0.0008794503063823095;;4;1;0.23667171019575414;0.0;0.030288931042063986;0.012393715200196337;0.0056395494495942895;0.0;0.9516778043081454;0.025669028368162213;0;;;1;1;1;0;1;1;1;0;6;0.6444;14;2;orta;18
SYN-FRM-000132-2024Q2;SYN-FRM-000132;2024Q2;2024;2;train;tekstil;mikro;Adana;tekstil|mikro;8.5387;12945.28;19.5584;17.4465;13.7231;12.5454;-0.5634254335732983;-0.319376026272578;17.4465;3.996751152748942;13.016480000000001;5.0;-2.2287602253828758;0.489421947095406;1;5.0;0.0006595994833638206;0.0009417540134278952;0.00020663304078065347;-1.365486027781923;0.0013406778979462746;6.105705205331424e-05;0.0027641703380690452;26.0;0.4919895258765972;-0.24639524026519727;0;3.8372;-4.7015;-1.2252423642239132;0.2174;;12494.7;;0.0360616901566264;;-0.3554377164292044;;0.5363501420309873;0.14937270468659547;0.01265432686905617;6863.48;0.001244077348517079;;;0;0.0;0.0;0;0.00190156027804237;0.00043147368091543177;0.6542402903987032;-1.5238077282729017;0.25684646996448324;0;2;0.0012984413336357026;-0.49200671121820494;4;1;0.13856019540544856;0.0;0.016934662185110146;0.0;0.009322262171056485;0.0;0.9737430756438334;0.0514959681143004;0;;;1;1;1;0;1;1;1;0;6;0.6038;314;1;orta;18
SYN-FRM-000132-2024Q3;SYN-FRM-000132;2024Q3;2024;3;train;tekstil;mikro;Adana;tekstil|mikro;24.9234;13841.89;8.5387;19.5584;17.4465;13.7231;1.918875238619462;0.8161639862713236;15.584800000000001;4.9956164550200075;10.54205;6.0;1.8693588837501334;1.599212052769365;0;6.0;0.001800577811267103;0.0008794503063823095;0.00023676221569698985;3.8905173368695776;0.0011959241862667049;5.9843675594202526e-05;0.0025785125820842174;28.0;1.5055952809917947;0.23449706206655593;0;3.3183;-21.6051;-6.510894132537746;0.2174;12945.28;16277.84;0.06926153779601513;-0.14964823342654804;1.849613700823447;0.9658122196978716;27.704773813582033;0.5957573965302414;0.14364135350533233;0.04553238561068471;5798.07;0.004298568316698488;0.5363501420309873;0.0594072544992541;0;0.0;7.57;0;0.0017276516672730547;0.0005085515597600797;2.4880989600660635;5.055370689725775;1.0725564983774416;0;3;0.0008318286019186507;1.1646019469804092;4;1;0.21106571843940478;0.005954291583745265;0.020198048404699232;0.0;0.0;0.014628940103999484;0.959218719907556;0.04769323581466774;0;;;1;1;1;1;1;1;1;0;7;0.6096;210;1;orta;18
SYN-FRM-000132-2024Q4;SYN-FRM-000132;2024Q4;2024;4;train;tekstil;mikro;Adana;tekstil|mikro;14.2919;19535.86;24.9234;8.5387;19.5584;17.4465;-0.42656700129195857;-0.18081563637405784;17.4465;5.748993909496563;10.942720000000001;7.0;-0.5487220981029439;0.8191843636259422;0;7.0;0.0007315726054547893;0.0009417540134278952;0.0004112935401957504;-0.5110253077961607;0.0008522132323178994;7.400422366661461e-05;0.0025670674501865848;29.0;0.8584384491015415;-0.04699550331423566;0;3.9691;-10.3228;-2.6007911113350635;0.2174;13841.89;19837.96;0.4113578420287982;-0.015228380337494307;-0.8379248433207568;-0.16558725603656355;-1.036973062645772;;;0.04160553976123907;;;0.5957573965302414;;0;0.0;0.0;1;0.00190156027804237;0.0010941018691236007;;;;0;4;0.0013218159632775632;-0.44653974094790905;4;1;0.15027719249248486;0.016135013539137554;0.0010425485764663902;0.0;0.0;0.010810319131815923;0.9720121187525801;0.04594824160083276;0;;;1;1;1;1;0;1;1;0;6;0.3908;229;3;dusuk;18
SYN-FRM-000132-2025Q1;SYN-FRM-000132;2025Q1;2025;1;train;tekstil;mikro;Adana;tekstil|mikro;5.9943;15105.33;14.2919;24.9234;8.5387;19.5584;-0.5805806085964776;-0.6935178746727749;15.8692;5.407017923297198;11.343390000000001;8.0;-1.8263116823512004;0.3777317067022912;1;8.0;0.0003968334356151107;0.0008794503063823095;0.00039799221639082015;-1.2126289180823553;0.0010846473632326425;5.0100408327878276e-05;0.0021592423060518367;28.0;0.3658640117211949;-0.3185441141504846;0;3.2339;-2.7603999999999997;-0.8535823618541079;0.2174;19535.86;;-0.22678960639562326;;-0.35379100220085435;;2.559996544037752;0.6504072655542941;0.14770288234324958;0.038869090474116234;5506.98;0.0010884913328176242;;;0;0.0;0.0;0;0.00190156027804237;0.0010941018691236007;0.5724201043672468;-0.7431382471506348;0.33049458140055626;0;1;0.0008055114559185494;-0.5073522136782159;5;1;0.253989674473911;0.008207797407537161;0.012061458385466194;0.009525716096958778;0.01749995829371236;0.0;0.9527050698163255;0.07608916839934182;0;;;1;1;1;1;1;1;1;0;7;0.684;110;1;orta;19
SYN-FRM-000132-2025Q2;SYN-FRM-000132;2025Q2;2025;2;train;tekstil;mikro;Adana;tekstil|mikro;14.1833;15183.4;5.9943;14.2919;24.9234;8.5387;1.3661311579333701;0.6610608172204198;14.2919;6.18005616155711;8.02982;9.0;-0.01757265584017579;0.9924012902413254;0;9.0;0.0009341320125926998;0.0008612522108351665;0.00043131759167163;0.1689701583352485;0.0012874359231490713;4.200415939217727e-05;0.0025988969500411636;29.0;0.7255755380103196;-0.1359437935970395;0;4.011;-10.1723;-2.536100723011718;0.2174;15105.33;12945.28;0.005168374342036864;0.17289081425816968;1.3609627835913334;0.4881700029622501;;0.5642815380305987;0.15614398584328912;0.0020947174660198922;7802.14;0.0018178730450876296;0.6504072655542941;-0.0861257275236954;0;0.0;5.1173;0;0.0017276516672730547;0.0010936608612219269;1.0522219724749153;0.08249484004920157;0.5164321194651177;0;2;0.0008476373846254067;0.10204201647561527;5;1;0.1624025513184597;0.024225673855872754;0.006930686088568951;0.0008954192606798136;0.0;0.0;0.9679482207948785;0.06252205485377715;0;;;1;1;1;1;1;1;1;0;7;0.6895;62;1;orta;19
SYN-FRM-000132-2025Q3;SYN-FRM-000132;2025Q3;2025;3;valid;tekstil;mikro;Adana;tekstil|mikro;16.771;17067.5;14.1833;5.9943;14.2919;24.9234;0.1824469622725319;-0.32709822897357504;14.2376;5.840680379278504;8.28426;10.0;0.4337508364587055;1.1779372928021576;0;10.0;0.0009826278013768859;0.0008794503063823095;0.0004035031511969704;0.2557043103343948;0.001110952196801215;8.2297399564436e-05;0.0027855883671281663;28.0;0.8844915237632943;-0.04606724989903178;0;4.5141;-12.256900000000002;-2.7152477791807894;0.2174;15183.4;13841.89;0.12408946612748135;0.2330324832808237;0.05835749614505055;-0.5601307122543988;1.4702856573264478;0.6040389167597552;0.22245294399565566;0.04090350808457598;7793.66;0.0021518772951347634;0.5642815380305987;0.03975737872915652;0;0.0;5.0839;0;0.0017727623561803422;0.001017399222772161;1.2138554768114977;0.3726314414919906;0.505235982046823;0;3;0.0008659297388100004;0.13476620254116373;5;1;0.2630032629208296;0.0;0.029980323176912526;0.0017530260568839066;0.008890346431339813;0.012104227535626975;0.9472720767992368;0.08980363570302899;0;;;1;1;1;1;1;1;1;0;7;0.6018;338;1;orta;19
SYN-FRM-000132-2025Q4;SYN-FRM-000132;2025Q4;2025;4;valid;tekstil;mikro;Adana;tekstil|mikro;22.2905;11700.93;16.771;14.1833;5.9943;14.2919;0.3291097728221335;0.5596596673640315;14.2919;5.557815340106873;8.5387;11.0;1.4391626044643278;1.5596596673640315;0;11.0;0.0019050195155427816;0.0009067911594875047;0.0003805684934787412;2.6229926364386196;0.0011305219926517804;2.8136342447731328e-05;0.0026040720613276897;30.0;1.685079572025238;0.29741785351981487;0;2.9415;-19.349;-6.5779364269930305;0.2174;17067.5;19535.86;-0.31443210780723596;-0.4010537544802225;0.6435418806293695;0.960713421844254;-1.0466799180187278;0.5983329499000124;0.1372064522979454;0.017132095728552805;5214.95;0.004274345871005475;0.6040389167597552;-0.005705966859742784;0;0.0;8.9284;0;0.0018178730450876296;0.000952142144329408;2.3512895372731775;2.5799433840290042;1.1969974671350438;0;4;0.001208753242644004;0.576020190337424;5;1;0.1269843257991549;0.0;0.026809747694074577;0.0003992750242256756;0.0;0.0;0.9727909772816997;0.05103780096492594;0;;;1;1;1;1;1;1;1;0;7;0.642;142;1;orta;19
SYN-FRM-000132-2026Q1;SYN-FRM-000132;2026Q1;2026;1;test;tekstil;mikro;Adana;tekstil|mikro;9.7467;10224.69;22.2905;16.771;14.1833;5.9943;-0.5627419752809493;0.6259946949602123;15.53145;5.653449771190931;8.93937;12.0;-1.0232247979770075;0.6275460436726771;0;12.0;0.0009532513944188039;0.0009341320125926998;0.00046123507167772734;0.04145257592090295;0.0010232646076871953;7.445826446587303e-05;0.002822012111534257;30.0;0.9315785841292442;-0.024809678520595353;0;2.1615;-7.5852;-3.5092297015961136;0.2174;11700.93;15105.33;-0.12616433052757342;-0.32310714165132437;-0.43657764475337585;0.9491018366115367;4.460388866867257;0.6473974876421409;0.1949329234781212;0.053710034786251165;3796.07;0.0025675764672411206;0.5983329499000124;0.04906453774212849;0;0.0;0.0;0;0.0019466709669496575;0.0011358529363508874;1.318957600351123;0.5466425101529633;0.7050521777304054;0;1;0.0011720141424599601;-0.18665538248710156;6;1;0.13032050879595802;0.0;0.0150103625879794;0.0;0.0015697781790573124;0.006822892085445182;0.9765969671475182;0.02439732026064183;0;;;1;1;1;1;1;1;1;0;7;0.5872;295;1;orta;20
SYN-FRM-000132-2026Q2;SYN-FRM-000132;2026Q2;2026;2;test;tekstil;mikro;Adana;tekstil|mikro;6.737;8591.63;9.7467;22.2905;16.771;14.1833;-0.3087916935988591;-0.5250047591181177;14.2919;5.686841199736954;8.7803;13.0;-1.3284879486962733;0.4713858899096691;1;13.0;0.0007841352572212724;0.0009436917035057519;0.000440475908932466;-0.3622364879640733;0.0009387993664422515;7.030498782090298e-05;0.0027771555451124533;28.0;0.8352532876038185;-0.055691554437119706;0;1.6412;-5.0958000000000006;-3.1049232269071414;0.2174;10224.69;15183.4;-0.15971731172289833;-0.43414320903091536;-0.14907438187596078;-0.09086155008720237;1.9333639557783036;;;0.041214530886455776;;;0.6473974876421409;;0;0.0;0.0;1;0.0020754688888116853;0.0010807242197300383;;;;0;2;0.0008828420545565391;-0.11180572654623723;6;1;0.1769281577179549;0.00857948641828707;0.02802434317945673;0.0;0.0;0.0;0.9633961704022562;0.043186934019528875;1;0.4333;0.06042982859852447;1;1;1;1;0;1;1;1;7;0.5933;47;2;orta;20
