observation_id;firm_id;period;year;quarter;split;sector;size_band;province;nace_code;main_product_group;gtip6_context_primary;production_qty;production_unit;import_qty;export_qty;return_qty;correction_qty;exemption_flag;exempt_share;domestic_supply_qty_derived;declared_packaging_tonnage;declared_ton_plastik;declared_ton_kagit_karton;declared_ton_cam;declared_ton_metal;declared_ton_kompozit;declared_ton_ahsap;bom_expected_tonnage_observable;bom_coverage_ratio;weight_matrix_vintage_year;external_evidence_tonnage;external_evidence_source;gekap_rate_year;gekap_rate_status;gekap_amount_try;data_quality_score;data_freshness_days;missing_field_count;missing_fields;data_confidence_level;data_source_type;generation_method;source_ids
SYN-FRM-000127-2023Q1;SYN-FRM-000127;2023Q1;2023;1;history;ilac;kucuk;Bursa;C21;Ilac ve tibbi urunler;cam;96593.45;birim/ceyrek (sentetik urun adedi);25622.25;77857.78;2176.21;0.0;False;0.0;42181.71;158.1306;2.1082;4.6119;0.1006;5.0362;0.0002;146.2735;49.4719;0.2257;2020;;;2023;history_not_priced;;0.5966;258;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000127-2023Q2;SYN-FRM-000127;2023Q2;2023;2;history;ilac;kucuk;Bursa;C21;Ilac ve tibbi urunler;cam;84328.38;birim/ceyrek (sentetik urun adedi);30528.59;74102.36;1790.66;0.0;False;0.0;38963.95;174.9379;2.8911;3.6439;2.9591;0.4891;1.8207;163.134;51.5382;0.2257;2020;;;2023;history_not_priced;;0.5653;292;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000127-2023Q3;SYN-FRM-000127;2023Q3;2023;3;history;ilac;kucuk;Bursa;C21;Ilac ve tibbi urunler;cam;;birim/ceyrek (sentetik urun adedi);29536.47;69367.89;11806.72;0.0;False;0.0;;152.2311;2.0824;3.4659;2.5512;0.0001;0.8211;143.3103;38.7624;0.2257;2020;;;2023;history_not_priced;;0.573;113;2;"production_qty;external_evidence_tonnage";orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000127-2023Q4;SYN-FRM-000127;2023Q4;2023;4;history;ilac;kucuk;Bursa;C21;Ilac ve tibbi urunler;cam;94324.93;birim/ceyrek (sentetik urun adedi);21586.98;79799.34;1204.13;0.0;False;0.0;34908.44;188.4897;3.5196;6.627;1.8091;0.0002;0.0002;176.5336;43.0611;0.2257;2020;;;2023;history_not_priced;;0.6315;399;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000127-2024Q1;SYN-FRM-000127;2024Q1;2024;1;train;ilac;kucuk;Bursa;C21;Ilac ve tibbi urunler;cam;120821.75;birim/ceyrek (sentetik urun adedi);29723.05;96494.69;2726.6;0.0;False;0.0;51323.52;237.6767;0.0002;4.804;0.0002;0.0002;1.1679;231.7041;65.0757;0.2257;2020;;;2024;official_verified;14619.43;0.6608;73;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000127-2024Q2;SYN-FRM-000127;2024Q2;2024;2;train;ilac;kucuk;Bursa;C21;Ilac ve tibbi urunler;cam;91645.52;birim/ceyrek (sentetik urun adedi);22386.99;64796.12;360.78;0.0;False;0.0;48875.62;163.0108;0.9559;3.4301;2.1004;2.6957;2.5745;151.2542;49.5287;0.2257;2020;;;2024;official_verified;39101.48;0.598;88;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000127-2024Q3;SYN-FRM-000127;2024Q3;2024;3;train;ilac;kucuk;Bursa;C21;Ilac ve tibbi urunler;cam;;birim/ceyrek (sentetik urun adedi);;;1539.81;0.0;False;0.0;;166.3534;0.4941;5.5258;4.6643;0.4917;1.2432;153.9344;45.0432;0.2257;2020;;;2024;official_verified;29491.75;0.2867;127;4;"import_qty;export_qty;production_qty;external_evidence_tonnage";dusuk;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000127-2024Q4;SYN-FRM-000127;2024Q4;2024;4;train;ilac;kucuk;Bursa;C21;Ilac ve tibbi urunler;cam;98085.76;birim/ceyrek (sentetik urun adedi);37288.39;84661.86;4832.7;0.0;False;0.0;45879.59;170.7908;0.4976;4.4167;1.5433;0.0002;2.4586;161.8744;52.6858;0.2257;2020;;;2024;official_verified;24870.88;0.6763;83;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000127-2025Q1;SYN-FRM-000127;2025Q1;2025;1;train;ilac;kucuk;Bursa;C21;Ilac ve tibbi urunler;cam;108359.54;birim/ceyrek (sentetik urun adedi);40040.56;91336.27;4393.35;0.0;False;0.0;52670.48;255.1681;3.3791;8.6962;3.1513;2.3;3.8781;233.7633;58.8292;0.2257;2020;;;2025;official_verified;92642.72;0.5961;340;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000127-2025Q2;SYN-FRM-000127;2025Q2;2025;2;train;ilac;kucuk;Bursa;C21;Ilac ve tibbi urunler;cam;;birim/ceyrek (sentetik urun adedi);20397.68;78174.22;2886.26;0.0;False;0.0;;209.7158;1.2054;7.286;4.1911;0.1006;0.6459;196.2868;55.5849;0.2257;2020;;;2025;official_verified;42860.35;0.5289;174;2;"production_qty;external_evidence_tonnage";orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000127-2025Q3;SYN-FRM-000127;2025Q3;2025;3;valid;ilac;kucuk;Bursa;C21;Ilac ve tibbi urunler;cam;105549.96;birim/ceyrek (sentetik urun adedi);;;2680.44;0.0;False;0.0;;224.3296;0.0002;4.8349;0.0002;0.0002;1.2561;218.2379;61.5045;0.2257;2020;;;2025;official_verified;21473.66;0.3897;112;3;"import_qty;export_qty;external_evidence_tonnage";dusuk;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000127-2025Q4;SYN-FRM-000127;2025Q4;2025;4;valid;ilac;kucuk;Bursa;C21;Ilac ve tibbi urunler;cam;104338.33;birim/ceyrek (sentetik urun adedi);31043.68;82708.62;1114.07;0.0;False;0.0;51559.32;291.9556;0.0003;13.3434;0.8498;0.0003;0.3814;277.3805;64.5551;0.2257;2020;290.9687;ERP / onceki denetim kaydi (sentetik);2025;official_verified;40880.24;0.9135;23;0;;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000127-2026Q1;SYN-FRM-000127;2026Q1;2026;1;test;ilac;kucuk;Bursa;C21;Ilac ve tibbi urunler;cam;125228.46;birim/ceyrek (sentetik urun adedi);62410.79;107873.28;694.43;0.0;False;0.0;79071.54;309.7779;0.0003;12.2407;0.0003;0.0003;1.6913;295.845;86.5553;0.2257;2020;;;2026;official_verified;53930.41;0.6297;341;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000127-2026Q2;SYN-FRM-000127;2026Q2;2026;2;test;ilac;kucuk;Bursa;C21;Ilac ve tibbi urunler;cam;98240.06;birim/ceyrek (sentetik urun adedi);20164.32;70431.01;60.93;0.0;False;0.0;47912.44;202.2959;0.0002;6.6489;0.9891;1.6454;0.0002;193.0121;50.4197;0.2257;2020;187.9876;ERP / onceki denetim kaydi (sentetik);2026;official_verified;38371.82;0.8159;75;0;;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000128-2023Q1;SYN-FRM-000128;2023Q1;2023;1;history;gida_icecek;buyuk;Istanbul;C10-C11;Gida ve icecek urunleri;plastik;370095.02;birim/ceyrek (sentetik urun adedi);61236.52;28811.28;4640.77;0.0;False;0.0;397879.48;796.4555;17.0184;0.0008;12.6992;3.3437;0.0008;763.3926;592.125;0.6395;2020;;;2023;history_not_priced;;0.6628;294;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000128-2023Q2;SYN-FRM-000128;2023Q2;2023;2;history;gida_icecek;buyuk;Istanbul;C10-C11;Gida ve icecek urunleri;plastik;477604.65;birim/ceyrek (sentetik urun adedi);49006.55;42899.33;11359.85;0.0;False;0.0;472352.02;911.9497;13.2039;6.5063;11.3465;19.2536;8.7827;852.8566;691.9613;0.6395;2020;;;2023;history_not_priced;;0.728;195;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000128-2023Q3;SYN-FRM-000128;2023Q3;2023;3;history;gida_icecek;buyuk;Istanbul;C10-C11;Gida ve icecek urunleri;plastik;357751.86;birim/ceyrek (sentetik urun adedi);56990.68;25093.28;14979.03;0.0;False;0.0;374670.22;793.134;11.8664;23.245;2.8369;0.0008;0.0008;755.1841;583.9854;0.6395;2020;;;2023;history_not_priced;;0.689;326;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000128-2023Q4;SYN-FRM-000128;2023Q4;2023;4;history;gida_icecek;buyuk;Istanbul;C10-C11;Gida ve icecek urunleri;plastik;289227.53;birim/ceyrek (sentetik urun adedi);38378.18;13980.96;3846.74;0.0;False;0.0;309778.01;589.9057;9.4319;0.0006;14.6372;9.8895;9.9331;546.0134;478.2053;0.6395;2020;;;2023;history_not_priced;;0.736;259;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000128-2024Q1;SYN-FRM-000128;2024Q1;2024;1;train;gida_icecek;buyuk;Istanbul;C10-C11;Gida ve icecek urunleri;plastik;447639.69;birim/ceyrek (sentetik urun adedi);74845.68;42372.94;5405.68;0.0;False;0.0;474706.76;1105.6255;25.4014;0.0011;56.2354;0.0011;7.0192;1016.9673;764.3382;0.6395;2020;;;2024;official_verified;241450.41;0.7163;231;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000128-2024Q2;SYN-FRM-000128;2024Q2;2024;2;train;gida_icecek;buyuk;Istanbul;C10-C11;Gida ve icecek urunleri;plastik;637044.4;birim/ceyrek (sentetik urun adedi);114313.43;82867.3;17441.96;0.0;False;0.0;651048.57;1353.978;8.8565;14.8664;2.5444;36.0605;0.0013;1291.6488;1020.3592;0.6395;2020;;;2024;official_verified;237997.13;0.6415;381;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000128-2024Q3;SYN-FRM-000128;2024Q3;2024;3;train;gida_icecek;buyuk;Istanbul;C10-C11;Gida ve icecek urunleri;plastik;552540.33;birim/ceyrek (sentetik urun adedi);69913.16;58916.38;10631.14;0.0;False;0.0;552905.97;1074.0384;3.5301;34.7734;1.3546;15.1039;0.0011;1019.2753;831.3716;0.6395;2020;;;2024;official_verified;153757.02;0.7386;114;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000128-2024Q4;SYN-FRM-000128;2024Q4;2024;4;train;gida_icecek;buyuk;Istanbul;C10-C11;Gida ve icecek urunleri;plastik;356820.8;birim/ceyrek (sentetik urun adedi);69273.11;41379.17;9288.78;0.0;False;0.0;375425.96;814.7723;24.2908;5.0434;29.1344;1.7072;4.5614;750.0351;590.1402;0.6395;2020;;;2024;official_verified;191563.62;0.743;279;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000128-2025Q1;SYN-FRM-000128;2025Q1;2025;1;train;gida_icecek;buyuk;Istanbul;C10-C11;Gida ve icecek urunleri;plastik;492977.55;birim/ceyrek (sentetik urun adedi);67908.22;52765.74;1693.13;0.0;False;0.0;506426.9;1097.7297;14.7184;7.2573;42.0527;14.8216;13.1122;1005.7677;713.9255;0.6395;2020;;;2025;official_verified;404187.67;0.6826;366;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000128-2025Q2;SYN-FRM-000128;2025Q2;2025;2;train;gida_icecek;buyuk;Istanbul;C10-C11;Gida ve icecek urunleri;plastik;555943.05;birim/ceyrek (sentetik urun adedi);101664.56;76919.38;21172.45;0.0;False;0.0;559515.78;1269.0932;36.8407;21.8159;38.1905;14.0906;0.0012;1158.1543;836.0386;0.6395;2020;1066.5041;ERP / onceki denetim kaydi (sentetik);2025;official_verified;466424.41;0.8359;210;0;;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000128-2025Q3;SYN-FRM-000128;2025Q3;2025;3;valid;gida_icecek;buyuk;Istanbul;C10-C11;Gida ve icecek urunleri;plastik;470585.07;birim/ceyrek (sentetik urun adedi);82524.49;61512.89;8151.96;0.0;False;0.0;483444.71;958.6507;11.2608;8.2701;33.8735;12.2805;0.0009;892.9649;748.5519;0.6395;2020;;;2025;official_verified;260259.79;0.7986;72;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000128-2025Q4;SYN-FRM-000128;2025Q4;2025;4;valid;gida_icecek;buyuk;Istanbul;C10-C11;Gida ve icecek urunleri;plastik;373481.74;birim/ceyrek (sentetik urun adedi);44094.66;47119.71;8288.6;0.0;False;0.0;362168.09;749.9134;0.0008;0.0008;5.2418;0.0008;0.0008;744.6684;550.5779;0.6395;2020;;;2025;official_verified;14169.77;0.7404;75;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000128-2026Q1;SYN-FRM-000128;2026Q1;2026;1;test;gida_icecek;buyuk;Istanbul;C10-C11;Gida ve icecek urunleri;plastik;396259.93;birim/ceyrek (sentetik urun adedi);56870.45;43057.6;6086.96;0.0;False;0.0;403985.82;729.6558;4.7179;0.0007;12.8572;22.1101;7.6124;682.3576;614.3907;0.6395;2020;867.3572;ERP / onceki denetim kaydi (sentetik);2026;official_verified;313235.4;0.8575;298;0;;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000128-2026Q2;SYN-FRM-000128;2026Q2;2026;2;test;gida_icecek;buyuk;Istanbul;C10-C11;Gida ve icecek urunleri;plastik;569366.4;birim/ceyrek (sentetik urun adedi);65779.1;42769.41;44268.57;0.0;False;0.0;548107.53;1034.8206;15.0575;27.1938;39.7137;12.03;0.001;940.8246;764.7927;0.6395;2020;;;2026;official_verified;422444.78;0.7078;336;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000129-2023Q1;SYN-FRM-000129;2023Q1;2023;1;history;elektronik;mikro;Sakarya;C26-C27;Elektrikli ve elektronik esya;plastik;14976.51;birim/ceyrek (sentetik urun adedi);6073.36;3166.19;638.33;0.0;False;0.0;17245.35;46.6598;0.0;0.9251;0.1808;0.0;0.0;45.5537;29.453;0.5819;2026;45.9352;ERP / onceki denetim kaydi (sentetik);2023;history_not_priced;;0.8892;200;0;;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000129-2023Q2;SYN-FRM-000129;2023Q2;2023;2;history;elektronik;mikro;Sakarya;C26-C27;Elektrikli ve elektronik esya;plastik;12504.45;birim/ceyrek (sentetik urun adedi);4014.21;2760.33;50.6;0.0;False;0.0;13707.73;33.2935;0.3887;1.6345;0.0;0.0;0.6774;30.5927;24.1877;0.5819;2026;;;2023;history_not_priced;;0.7364;191;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000129-2023Q3;SYN-FRM-000129;2023Q3;2023;3;history;elektronik;mikro;Sakarya;C26-C27;Elektrikli ve elektronik esya;plastik;15913.39;birim/ceyrek (sentetik urun adedi);7194.07;5161.04;124.1;0.0;False;0.0;17822.32;60.0018;0.7503;1.4472;0.7299;0.2052;0.465;56.4042;30.0869;0.5819;2026;;;2023;history_not_priced;;0.7901;9;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000129-2023Q4;SYN-FRM-000129;2023Q4;2023;4;history;elektronik;mikro;Sakarya;C26-C27;Elektrikli ve elektronik esya;plastik;17902.48;birim/ceyrek (sentetik urun adedi);;;93.38;0.0;False;0.0;;71.5778;0.0001;2.0399;0.0001;0.0001;0.3427;69.1949;38.4724;0.5819;2026;;;2023;history_not_priced;;0.4306;252;3;"import_qty;export_qty;external_evidence_tonnage";dusuk;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000129-2024Q1;SYN-FRM-000129;2024Q1;2024;1;train;elektronik;mikro;Sakarya;C26-C27;Elektrikli ve elektronik esya;plastik;17662.0;birim/ceyrek (sentetik urun adedi);7393.65;3314.32;628.21;0.0;False;0.0;21113.11;62.0399;1.2686;1.8555;0.4093;0.0001;0.0001;58.5064;36.549;0.5819;2026;;;2024;official_verified;9378.23;0.6649;386;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000129-2024Q2;SYN-FRM-000129;2024Q2;2024;2;train;elektronik;mikro;Sakarya;C26-C27;Elektrikli ve elektronik esya;plastik;13658.04;birim/ceyrek (sentetik urun adedi);6291.93;3062.27;206.13;0.0;False;0.0;16681.57;57.3449;1.5733;1.2322;0.0001;0.138;0.0001;54.4013;30.4289;0.5819;2026;;;2024;official_verified;9283.37;0.7522;131;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000129-2024Q3;SYN-FRM-000129;2024Q3;2024;3;train;elektronik;mikro;Sakarya;C26-C27;Elektrikli ve elektronik esya;plastik;17124.97;birim/ceyrek (sentetik urun adedi);5447.49;4496.55;25.58;0.0;False;0.0;18050.33;39.2229;0.0;0.9412;0.0;0.1855;0.1995;37.8966;30.4988;0.5819;2026;;;2024;official_verified;3597.98;0.6186;377;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000129-2024Q4;SYN-FRM-000129;2024Q4;2024;4;train;elektronik;mikro;Sakarya;C26-C27;Elektrikli ve elektronik esya;plastik;16618.21;birim/ceyrek (sentetik urun adedi);6188.9;4428.46;1203.25;0.0;False;0.0;17175.4;69.5959;0.0001;2.3659;0.5383;0.0001;0.4544;66.2372;31.4953;0.5819;2026;;;2024;official_verified;7654.32;0.6793;361;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000129-2025Q1;SYN-FRM-000129;2025Q1;2025;1;train;elektronik;mikro;Sakarya;C26-C27;Elektrikli ve elektronik esya;plastik;14694.0;birim/ceyrek (sentetik urun adedi);5511.93;3904.14;297.68;0.0;False;0.0;16004.11;43.7302;0.1284;1.127;0.0;0.0;0.1044;42.3703;27.7817;0.5819;2026;;;2025;official_verified;4474.71;0.7036;318;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000129-2025Q2;SYN-FRM-000129;2025Q2;2025;2;train;elektronik;mikro;Sakarya;C26-C27;Elektrikli ve elektronik esya;plastik;14924.95;birim/ceyrek (sentetik urun adedi);5150.68;4617.38;387.49;0.0;False;0.0;15070.77;49.2146;0.0;1.3686;0.254;0.0;0.6905;46.9014;25.5735;0.5819;2026;;;2025;official_verified;9007.92;0.7394;169;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000129-2025Q3;SYN-FRM-000129;2025Q3;2025;3;valid;elektronik;mikro;Sakarya;C26-C27;Elektrikli ve elektronik esya;plastik;14054.12;birim/ceyrek (sentetik urun adedi);5816.59;5111.56;513.56;0.0;False;0.0;14245.59;56.8227;1.0335;2.0771;0.0001;0.2481;0.5495;52.9145;25.3686;0.5819;2026;;;2025;official_verified;16842.69;0.685;277;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000129-2025Q4;SYN-FRM-000129;2025Q4;2025;4;valid;elektronik;mikro;Sakarya;C26-C27;Elektrikli ve elektronik esya;plastik;21362.04;birim/ceyrek (sentetik urun adedi);7030.64;5746.85;430.55;0.0;False;0.0;22215.29;71.9171;0.1471;1.4109;0.1892;0.0001;1.5928;68.5769;39.2411;0.5819;2026;;;2025;official_verified;15831.38;0.6487;263;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000129-2026Q1;SYN-FRM-000129;2026Q1;2026;1;test;elektronik;mikro;Sakarya;C26-C27;Elektrikli ve elektronik esya;plastik;16079.16;birim/ceyrek (sentetik urun adedi);;;295.05;0.0;False;0.0;;47.1838;0.363;1.8409;0.0269;0.9128;0.6537;43.3865;30.9868;0.5819;2026;;;2026;official_verified;21236.68;0.4626;166;3;"import_qty;export_qty;external_evidence_tonnage";orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000129-2026Q2;SYN-FRM-000129;2026Q2;2026;2;test;elektronik;mikro;Sakarya;C26-C27;Elektrikli ve elektronik esya;plastik;13689.67;birim/ceyrek (sentetik urun adedi);6402.04;3941.26;405.07;0.0;False;0.0;15745.37;45.0797;0.3668;0.0;0.144;0.0;0.0261;44.5427;27.9932;0.5819;2026;;;2026;official_verified;3252.11;0.6496;336;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000130-2023Q1;SYN-FRM-000130;2023Q1;2023;1;history;otomotiv_yan_sanayi;buyuk;Balikesir;C29.3;Otomotiv yan sanayi parcalari;kagit_karton;;birim/ceyrek (sentetik urun adedi);499499.08;1102991.86;4972.66;0.0;False;0.0;;2583.439;11.5203;0.0026;27.0548;64.87;2.4239;2477.5674;1519.1957;0.5742;2024;;;2023;history_not_priced;;0.5734;226;2;"production_qty;external_evidence_tonnage";orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000130-2023Q2;SYN-FRM-000130;2023Q2;2023;2;history;otomotiv_yan_sanayi;buyuk;Balikesir;C29.3;Otomotiv yan sanayi parcalari;kagit_karton;958753.83;birim/ceyrek (sentetik urun adedi);670103.99;1097949.87;26774.06;0.0;False;0.0;504133.89;3603.1328;0.0035;10.9874;0.0035;162.0698;3.8979;3426.1707;2049.6064;0.5742;2024;;;2023;history_not_priced;;0.7223;228;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000130-2023Q3;SYN-FRM-000130;2023Q3;2023;3;history;otomotiv_yan_sanayi;buyuk;Balikesir;C29.3;Otomotiv yan sanayi parcalari;kagit_karton;1160313.89;birim/ceyrek (sentetik urun adedi);593767.45;1118949.62;9258.58;0.0;False;0.0;625873.14;3806.4215;49.5028;39.6146;19.381;176.7406;0.0036;3521.1788;2232.9042;0.5742;2024;;;2023;history_not_priced;;0.7674;82;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000130-2023Q4;SYN-FRM-000130;2023Q4;2023;4;history;otomotiv_yan_sanayi;buyuk;Balikesir;C29.3;Otomotiv yan sanayi parcalari;kagit_karton;1044691.75;birim/ceyrek (sentetik urun adedi);842153.88;1363273.08;53848.98;0.0;False;0.0;469723.57;2932.1841;34.534;34.7107;0.0029;19.472;0.0029;2843.4615;1789.8893;0.5742;2024;;;2023;history_not_priced;;0.6514;381;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000130-2024Q1;SYN-FRM-000130;2024Q1;2024;1;train;otomotiv_yan_sanayi;buyuk;Balikesir;C29.3;Otomotiv yan sanayi parcalari;kagit_karton;1158198.45;birim/ceyrek (sentetik urun adedi);490088.04;1183196.69;2949.02;0.0;False;0.0;462140.78;2985.2205;26.7069;11.3302;0.0029;65.5638;0.0029;2881.6137;1766.7655;0.5742;2024;;;2024;official_verified;436524.23;0.8303;35;1;external_evidence_tonnage;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000130-2024Q2;SYN-FRM-000130;2024Q2;2024;2;train;otomotiv_yan_sanayi;buyuk;Balikesir;C29.3;Otomotiv yan sanayi parcalari;kagit_karton;1042430.31;birim/ceyrek (sentetik urun adedi);494585.95;1078300.93;43260.46;0.0;False;0.0;415454.87;2356.6571;55.8888;13.6293;16.6886;109.4203;9.6827;2151.3476;1428.5735;0.5742;2024;2590.4499;ERP / onceki denetim kaydi (sentetik);2024;official_verified;840942.95;0.8482;225;0;;yuksek;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
SYN-FRM-000130-2024Q3;SYN-FRM-000130;2024Q3;2024;3;train;otomotiv_yan_sanayi;buyuk;Balikesir;C29.3;Otomotiv yan sanayi parcalari;kagit_karton;1260473.01;birim/ceyrek (sentetik urun adedi);608181.2;1367000.56;25806.14;0.0;False;0.0;475847.5;3767.74;36.1747;0.0036;0.0036;145.7097;43.4798;3542.3686;1941.1436;0.5742;2024;;;2024;official_verified;1033903.14;0.7034;120;1;external_evidence_tonnage;orta;synthetic;observations.build_latent_panel + anomalies.inject + observations.finalize_observations;"SYN-GEN-01;SYN-BOM-01"
