observation_id;firm_id;period;split;truth_anomaly_flag;anomaly_type;anomaly_type_aciklama;legitimate_cause;true_expected_tonnage;true_deficit_ratio;true_gap_tonnage;confirmed_correction_tonnage;audit_outcome;audit_cost_try;inspection_duration_days;label_confidence;generation_source;warning
SYN-FRM-000023-2025Q3;SYN-FRM-000023;2025Q3;valid;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);mevsimsel_uretim_duraklamasi;3290.732;0.0;173.6201;0.0;aciklandi_uygun;96242.53;40;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000023-2025Q4;SYN-FRM-000023;2025Q4;valid;0;N00_normal;Normal kayit;;5242.6415;0.0;0.0;0.0;bulgu_yok;83819.88;33;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000023-2026Q1;SYN-FRM-000023;2026Q1;test;0;N00_normal;Normal kayit;;5659.6328;0.0;0.0;0.0;bulgu_yok;127437.52;31;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000023-2026Q2;SYN-FRM-000023;2026Q2;test;0;N00_normal;Normal kayit;;4712.7586;0.0;0.0;0.0;bulgu_yok;106361.05;34;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000024-2023Q1;SYN-FRM-000024;2023Q1;history;0;N00_normal;Normal kayit;;62.0429;0.0;8.8809;0.0;bulgu_yok;36364.38;8;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000024-2023Q2;SYN-FRM-000024;2023Q2;history;0;N00_normal;Normal kayit;;68.1025;0.0;0.0;0.0;bulgu_yok;42943.55;6;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000024-2023Q3;SYN-FRM-000024;2023Q3;history;0;N00_normal;Normal kayit;;51.825;0.0;3.6631;0.0;bulgu_yok;40447.64;13;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000024-2023Q4;SYN-FRM-000024;2023Q4;history;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);mevsimsel_uretim_duraklamasi;38.7934;0.0;0.0;0.0;aciklandi_uygun;38607.63;9;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000024-2024Q1;SYN-FRM-000024;2024Q1;train;0;N00_normal;Normal kayit;;45.4538;0.0;0.0;0.0;bulgu_yok;34736.89;12;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000024-2024Q2;SYN-FRM-000024;2024Q2;train;0;N00_normal;Normal kayit;;60.2475;0.0;0.0;0.0;bulgu_yok;45358.15;16;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000024-2024Q3;SYN-FRM-000024;2024Q3;train;0;N00_normal;Normal kayit;;61.6171;0.0;20.4021;0.0;bulgu_yok;31852.19;10;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000024-2024Q4;SYN-FRM-000024;2024Q4;train;0;N09_veri_eksikligi;Kritik alanlar eksik - risk degerlendirilemiyor, ayri kuyruga gider;;56.5141;0.0;0.0;0.0;veri_incelemesi_gerekli;36921.85;9;dusuk;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000024-2025Q1;SYN-FRM-000024;2025Q1;train;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);yasal_muafiyet_istisna;37.3594;0.0;0.0;0.0;aciklandi_uygun;36339.12;14;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000024-2025Q2;SYN-FRM-000024;2025Q2;train;0;N09_veri_eksikligi;Kritik alanlar eksik - risk degerlendirilemiyor, ayri kuyruga gider;;54.0064;0.0;0.0;0.0;veri_incelemesi_gerekli;30079.1;10;dusuk;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000024-2025Q3;SYN-FRM-000024;2025Q3;valid;0;N00_normal;Normal kayit;;53.5547;0.0;0.0;0.0;bulgu_yok;38543.96;15;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000024-2025Q4;SYN-FRM-000024;2025Q4;valid;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;40.0007;0.0;1.4938;0.0;aciklandi_uygun;54674.08;15;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000024-2026Q1;SYN-FRM-000024;2026Q1;test;0;N00_normal;Normal kayit;;66.3404;0.0;0.0;0.0;bulgu_yok;42566.83;11;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000024-2026Q2;SYN-FRM-000024;2026Q2;test;0;N00_normal;Normal kayit;;59.019;0.0;3.1599;0.0;bulgu_yok;29665.99;6;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000025-2023Q1;SYN-FRM-000025;2023Q1;history;0;N00_normal;Normal kayit;;1505.616;0.0;53.449;0.0;bulgu_yok;176078.49;22;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000025-2023Q2;SYN-FRM-000025;2023Q2;history;0;N00_normal;Normal kayit;;1777.0828;0.0;71.6486;0.0;bulgu_yok;114274.8;27;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000025-2023Q3;SYN-FRM-000025;2023Q3;history;0;N00_normal;Normal kayit;;1369.9249;0.0;0.0;0.0;bulgu_yok;146221.76;36;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000025-2023Q4;SYN-FRM-000025;2023Q4;history;0;N00_normal;Normal kayit;;1348.2998;0.0;55.8296;0.0;bulgu_yok;115760.3;30;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000025-2024Q1;SYN-FRM-000025;2024Q1;train;0;N00_normal;Normal kayit;;2090.5793;0.0;161.3867;0.0;bulgu_yok;157249.13;27;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000025-2024Q2;SYN-FRM-000025;2024Q2;train;0;N00_normal;Normal kayit;;2528.5982;0.0;82.3588;0.0;bulgu_yok;117770.86;30;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000025-2024Q3;SYN-FRM-000025;2024Q3;train;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);eskimis_ambalaj_agirlik_matrisi;1210.5867;0.0;45.2055;0.0;aciklandi_uygun;72716.66;33;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000025-2024Q4;SYN-FRM-000025;2024Q4;train;1;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;1199.6601;0.0;82.9887;0.0;aciklandi_uygun;109961.33;35;dusuk;anomalies.inject_anomalies + anomalies.build_audit_labels;etiket_gurultusu_uygulandi
SYN-FRM-000025-2025Q1;SYN-FRM-000025;2025Q1;train;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;1262.2849;0.0;0.0;0.0;aciklandi_uygun;108608.53;25;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000025-2025Q2;SYN-FRM-000025;2025Q2;train;0;N00_normal;Normal kayit;;1549.0649;0.0;0.0;0.0;bulgu_yok;182280.88;32;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000025-2025Q3;SYN-FRM-000025;2025Q3;valid;0;N00_normal;Normal kayit;;1648.6297;0.0;85.6721;0.0;bulgu_yok;161247.28;26;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000025-2025Q4;SYN-FRM-000025;2025Q4;valid;0;N00_normal;Normal kayit;;1318.3741;0.0;0.0;0.0;bulgu_yok;105788.75;39;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000025-2026Q1;SYN-FRM-000025;2026Q1;test;1;A03_beklenen_fark;Urun agacindan beklenen tonaj ile beyan arasinda buyuk fark;;1492.501;0.2308;365.7879;308.0264;dogrulandi_eksik_beyan;99150.56;31;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000025-2026Q2;SYN-FRM-000025;2026Q2;test;0;N00_normal;Normal kayit;;1458.5634;0.0;26.0698;0.0;bulgu_yok;141157.62;33;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000026-2023Q1;SYN-FRM-000026;2023Q1;history;0;N00_normal;Normal kayit;;70.13;0.0;16.8919;0.0;bulgu_yok;30681.54;10;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000026-2023Q2;SYN-FRM-000026;2023Q2;history;0;N00_normal;Normal kayit;;90.7159;0.0;7.4357;0.0;bulgu_yok;35030.58;10;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000026-2023Q3;SYN-FRM-000026;2023Q3;history;0;N00_normal;Normal kayit;;71.8622;0.0;9.3847;0.0;bulgu_yok;23450.11;10;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000026-2023Q4;SYN-FRM-000026;2023Q4;history;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;44.2006;0.0;7.6475;0.0;aciklandi_uygun;33577.43;10;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000026-2024Q1;SYN-FRM-000026;2024Q1;train;0;N00_normal;Normal kayit;;69.8333;0.0;5.379;0.0;bulgu_yok;39544.21;10;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000026-2024Q2;SYN-FRM-000026;2024Q2;train;0;N00_normal;Normal kayit;;62.9537;0.0;0.0;0.0;bulgu_yok;32858.76;7;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000026-2024Q3;SYN-FRM-000026;2024Q3;train;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;41.4766;0.0;4.1257;0.0;aciklandi_uygun;48952.23;9;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000026-2024Q4;SYN-FRM-000026;2024Q4;train;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;30.7617;0.0;0.0;0.0;aciklandi_uygun;37813.31;12;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000026-2025Q1;SYN-FRM-000026;2025Q1;train;0;N00_normal;Normal kayit;;39.0123;0.0;0.0;0.0;bulgu_yok;26911.91;9;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000026-2025Q2;SYN-FRM-000026;2025Q2;train;1;A02_emsal_alti;Emsal grubun beklenen araliginin belirgin altinda beyan;;56.8535;0.2626;12.5035;9.7217;dogrulandi_eksik_beyan;41452.33;7;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000026-2025Q3;SYN-FRM-000026;2025Q3;valid;0;N00_normal;Normal kayit;;39.3536;0.0;4.0649;0.0;bulgu_yok;34086.66;8;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000026-2025Q4;SYN-FRM-000026;2025Q4;valid;0;N00_normal;Normal kayit;;55.8182;0.0;0.0;0.0;bulgu_yok;39679.52;5;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000026-2026Q1;SYN-FRM-000026;2026Q1;test;0;N00_normal;Normal kayit;;69.7281;0.0;0.0;0.0;bulgu_yok;37549.03;7;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000026-2026Q2;SYN-FRM-000026;2026Q2;test;0;N00_normal;Normal kayit;;91.8208;0.0;0.0;0.0;bulgu_yok;29845.43;15;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000027-2023Q1;SYN-FRM-000027;2023Q1;history;0;N00_normal;Normal kayit;;91.8178;0.0;18.4897;0.0;bulgu_yok;17919.05;7;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000027-2023Q2;SYN-FRM-000027;2023Q2;history;0;N00_normal;Normal kayit;;114.0734;0.0;0.0;0.0;bulgu_yok;18558.35;8;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000027-2023Q3;SYN-FRM-000027;2023Q3;history;0;N00_normal;Normal kayit;;173.4174;0.0;0.0;0.0;bulgu_yok;15647.35;7;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000027-2023Q4;SYN-FRM-000027;2023Q4;history;1;A01_tarihsel_dusus;Firma kendi gecmis beyan seviyesinden aciklanamayan sekilde dustu;;154.2721;0.207;39.2836;34.0895;dogrulandi_eksik_beyan;13096.62;4;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000027-2024Q1;SYN-FRM-000027;2024Q1;train;1;A07_urun_agaci_uyumsuz;SKU ve ambalaj matrisi beyani desteklemiyor;;189.6275;0.2431;0.0;0.0;dogrulandi_eksik_beyan;16772.91;6;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000027-2024Q2;SYN-FRM-000027;2024Q2;train;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;124.1954;0.0;15.686;0.0;aciklandi_uygun;19129.29;10;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000027-2024Q3;SYN-FRM-000027;2024Q3;train;0;N00_normal;Normal kayit;;160.9752;0.0;29.1671;0.0;bulgu_yok;13181.87;5;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000027-2024Q4;SYN-FRM-000027;2024Q4;train;0;N00_normal;Normal kayit;;208.3707;0.0;0.0;0.0;bulgu_yok;19655.15;6;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000027-2025Q1;SYN-FRM-000027;2025Q1;train;0;N00_normal;Normal kayit;;144.7649;0.0;0.0621;0.0;bulgu_yok;18509.36;7;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000027-2025Q2;SYN-FRM-000027;2025Q2;train;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;163.4743;0.0;53.9225;0.0;aciklandi_uygun;21630.19;11;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000027-2025Q3;SYN-FRM-000027;2025Q3;valid;0;N00_normal;Normal kayit;;197.6533;0.0;0.0;0.0;bulgu_yok;11496.61;10;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000027-2025Q4;SYN-FRM-000027;2025Q4;valid;0;N00_normal;Normal kayit;;203.8461;0.0;17.5894;0.0;bulgu_yok;14343.71;9;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000027-2026Q1;SYN-FRM-000027;2026Q1;test;0;N00_normal;Normal kayit;;147.5103;0.0;11.4765;0.0;bulgu_yok;27778.03;5;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000027-2026Q2;SYN-FRM-000027;2026Q2;test;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;117.6054;0.0;9.0172;0.0;aciklandi_uygun;13352.95;7;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000028-2025Q1;SYN-FRM-000028;2025Q1;train;0;N00_normal;Normal kayit;;833.8718;0.0;0.0;0.0;bulgu_yok;162465.81;27;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000028-2025Q2;SYN-FRM-000028;2025Q2;train;0;N09_veri_eksikligi;Kritik alanlar eksik - risk degerlendirilemiyor, ayri kuyruga gider;;541.2238;0.0;0.0;0.0;veri_incelemesi_gerekli;143840.61;37;dusuk;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000028-2025Q3;SYN-FRM-000028;2025Q3;valid;0;N00_normal;Normal kayit;;815.8848;0.0;88.248;0.0;bulgu_yok;145615.36;28;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000028-2025Q4;SYN-FRM-000028;2025Q4;valid;0;N00_normal;Normal kayit;;934.1441;0.0;3.3088;0.0;bulgu_yok;144953.39;31;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000028-2026Q1;SYN-FRM-000028;2026Q1;test;0;N00_normal;Normal kayit;;903.0826;0.0;11.0573;0.0;bulgu_yok;105719.39;36;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000028-2026Q2;SYN-FRM-000028;2026Q2;test;0;N00_normal;Normal kayit;;681.4555;0.0;0.0;0.0;bulgu_yok;186176.28;24;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000029-2023Q1;SYN-FRM-000029;2023Q1;history;0;N00_normal;Normal kayit;;0.2571;0.0;0.0396;0.0;bulgu_yok;16084.72;5;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000029-2023Q2;SYN-FRM-000029;2023Q2;history;0;N00_normal;Normal kayit;;0.2326;0.0;0.0508;0.0;bulgu_yok;11899.61;9;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000029-2023Q3;SYN-FRM-000029;2023Q3;history;0;N00_normal;Normal kayit;;0.3639;0.0;0.0;0.0;bulgu_yok;14985.36;6;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000029-2023Q4;SYN-FRM-000029;2023Q4;history;0;N00_normal;Normal kayit;;0.3511;0.0;0.0314;0.0;bulgu_yok;14320.69;6;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000029-2024Q1;SYN-FRM-000029;2024Q1;train;0;N00_normal;Normal kayit;;0.2746;0.0;0.0;0.0;bulgu_yok;15180.5;5;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000029-2024Q2;SYN-FRM-000029;2024Q2;train;0;N00_normal;Normal kayit;;0.3265;0.0;0.0376;0.0;bulgu_yok;17860.1;2;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000029-2024Q3;SYN-FRM-000029;2024Q3;train;0;N00_normal;Normal kayit;;0.3346;0.0;0.0122;0.0;bulgu_yok;12854.82;2;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000029-2024Q4;SYN-FRM-000029;2024Q4;train;0;N00_normal;Normal kayit;;0.3302;0.0;0.0183;0.0;bulgu_yok;17152.99;8;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000029-2025Q1;SYN-FRM-000029;2025Q1;train;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;0.265;0.0;0.0333;0.0;aciklandi_uygun;18589.47;12;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000029-2025Q2;SYN-FRM-000029;2025Q2;train;0;N00_normal;Normal kayit;;0.3378;0.0;0.0458;0.0;bulgu_yok;17887.76;4;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000029-2025Q3;SYN-FRM-000029;2025Q3;valid;0;N00_normal;Normal kayit;;0.3218;0.0;0.0301;0.0;bulgu_yok;15336.08;8;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000029-2025Q4;SYN-FRM-000029;2025Q4;valid;0;N00_normal;Normal kayit;;0.2214;0.0;0.0;0.0;bulgu_yok;18401.92;6;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000029-2026Q1;SYN-FRM-000029;2026Q1;test;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);ihracat_agirlikli_donem;0.1929;0.0;0.0019;0.0;aciklandi_uygun;12849.95;7;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000029-2026Q2;SYN-FRM-000029;2026Q2;test;0;N00_normal;Normal kayit;;0.2713;0.0;0.0098;0.0;bulgu_yok;17965.9;3;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000030-2023Q1;SYN-FRM-000030;2023Q1;history;0;N00_normal;Normal kayit;;60.6337;0.0;0.0;0.0;bulgu_yok;106860.09;32;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000030-2023Q2;SYN-FRM-000030;2023Q2;history;0;N00_normal;Normal kayit;;41.5024;0.0;1.2274;0.0;bulgu_yok;164849.17;24;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000030-2023Q3;SYN-FRM-000030;2023Q3;history;0;N00_normal;Normal kayit;;63.9516;0.0;2.0055;0.0;bulgu_yok;108302.56;38;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000030-2023Q4;SYN-FRM-000030;2023Q4;history;0;N00_normal;Normal kayit;;94.0317;0.0;0.0;0.0;bulgu_yok;143395.24;37;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000030-2024Q1;SYN-FRM-000030;2024Q1;train;1;N00_normal;Normal kayit;;105.2728;0.0;29.7273;0.0;bulgu_yok;147326.13;26;dusuk;anomalies.inject_anomalies + anomalies.build_audit_labels;etiket_gurultusu_uygulandi
SYN-FRM-000030-2024Q2;SYN-FRM-000030;2024Q2;train;0;N00_normal;Normal kayit;;105.9151;0.0;0.0;0.0;bulgu_yok;138723.48;29;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000030-2024Q3;SYN-FRM-000030;2024Q3;train;0;N00_normal;Normal kayit;;107.0164;0.0;4.131;0.0;bulgu_yok;123967.77;30;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
SYN-FRM-000030-2024Q4;SYN-FRM-000030;2024Q4;train;0;N10_mesru_gorunum;Mesru nedenle riskli GORUNEN kayit (ihracat, muafiyet, mevsim, gec duzeltme, yeni firma);gec_duzeltme_beyannamesi;115.491;0.0;43.8415;0.0;aciklandi_uygun;214766.57;31;yuksek;anomalies.inject_anomalies + anomalies.build_audit_labels;SENTETIK ETIKET - gercek denetim sonucu degildir
