series_id;gosterge;kapsam;nace_kapsam;donem;deger;birim;veri_sinifi;source_id;yontem;notlar
TUIK-SUE-042;Sanayi Uretim Endeksi;ev_temizlik;C2041;2026Q2;115,0;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-043;Sanayi Uretim Endeksi;elektronik;C261-C268, C271-C275, C279;2023Q1;124,0;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-044;Sanayi Uretim Endeksi;elektronik;C261-C268, C271-C275, C279;2023Q2;129,3;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-045;Sanayi Uretim Endeksi;elektronik;C261-C268, C271-C275, C279;2023Q3;153,3;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-046;Sanayi Uretim Endeksi;elektronik;C261-C268, C271-C275, C279;2023Q4;175,8;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-047;Sanayi Uretim Endeksi;elektronik;C261-C268, C271-C275, C279;2024Q1;129,6;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-048;Sanayi Uretim Endeksi;elektronik;C261-C268, C271-C275, C279;2024Q2;119,2;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-049;Sanayi Uretim Endeksi;elektronik;C261-C268, C271-C275, C279;2024Q3;138,5;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-050;Sanayi Uretim Endeksi;elektronik;C261-C268, C271-C275, C279;2024Q4;163,6;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-051;Sanayi Uretim Endeksi;elektronik;C261-C268, C271-C275, C279;2025Q1;127,8;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-052;Sanayi Uretim Endeksi;elektronik;C261-C268, C271-C275, C279;2025Q2;135,3;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-053;Sanayi Uretim Endeksi;elektronik;C261-C268, C271-C275, C279;2025Q3;153,0;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-054;Sanayi Uretim Endeksi;elektronik;C261-C268, C271-C275, C279;2025Q4;186,5;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-055;Sanayi Uretim Endeksi;elektronik;C261-C268, C271-C275, C279;2026Q1;144,9;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-056;Sanayi Uretim Endeksi;elektronik;C261-C268, C271-C275, C279;2026Q2;144,2;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-057;Sanayi Uretim Endeksi;tekstil;C131-C133, C139, C141-C143;2023Q1;99,7;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-058;Sanayi Uretim Endeksi;tekstil;C131-C133, C139, C141-C143;2023Q2;101,6;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-059;Sanayi Uretim Endeksi;tekstil;C131-C133, C139, C141-C143;2023Q3;115,1;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-060;Sanayi Uretim Endeksi;tekstil;C131-C133, C139, C141-C143;2023Q4;106,2;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-061;Sanayi Uretim Endeksi;tekstil;C131-C133, C139, C141-C143;2024Q1;92,9;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-062;Sanayi Uretim Endeksi;tekstil;C131-C133, C139, C141-C143;2024Q2;94,7;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-063;Sanayi Uretim Endeksi;tekstil;C131-C133, C139, C141-C143;2024Q3;120,3;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-064;Sanayi Uretim Endeksi;tekstil;C131-C133, C139, C141-C143;2024Q4;112,8;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-065;Sanayi Uretim Endeksi;tekstil;C131-C133, C139, C141-C143;2025Q1;96,6;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-066;Sanayi Uretim Endeksi;tekstil;C131-C133, C139, C141-C143;2025Q2;92,5;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-067;Sanayi Uretim Endeksi;tekstil;C131-C133, C139, C141-C143;2025Q3;99,7;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-068;Sanayi Uretim Endeksi;tekstil;C131-C133, C139, C141-C143;2025Q4;96,1;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-069;Sanayi Uretim Endeksi;tekstil;C131-C133, C139, C141-C143;2026Q1;79,1;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-070;Sanayi Uretim Endeksi;tekstil;C131-C133, C139, C141-C143;2026Q2;86,1;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-071;Sanayi Uretim Endeksi;otomotiv_yan_sanayi;C293;2023Q1;130,9;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-072;Sanayi Uretim Endeksi;otomotiv_yan_sanayi;C293;2023Q2;131,4;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-073;Sanayi Uretim Endeksi;otomotiv_yan_sanayi;C293;2023Q3;128,7;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-074;Sanayi Uretim Endeksi;otomotiv_yan_sanayi;C293;2023Q4;141,7;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-075;Sanayi Uretim Endeksi;otomotiv_yan_sanayi;C293;2024Q1;135,5;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-076;Sanayi Uretim Endeksi;otomotiv_yan_sanayi;C293;2024Q2;122,3;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-077;Sanayi Uretim Endeksi;otomotiv_yan_sanayi;C293;2024Q3;121,5;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-078;Sanayi Uretim Endeksi;otomotiv_yan_sanayi;C293;2024Q4;135,8;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-079;Sanayi Uretim Endeksi;otomotiv_yan_sanayi;C293;2025Q1;129,0;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-080;Sanayi Uretim Endeksi;otomotiv_yan_sanayi;C293;2025Q2;131,4;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
TUIK-SUE-081;Sanayi Uretim Endeksi;otomotiv_yan_sanayi;C293;2025Q3;125,6;endeks (2021=100);official_open;SRC-016;TUIK Veri Portali SDMX API - dataflow TR,DF_SANAYI_URETIM_ENDEKS_ALT_C,1.0 (INDICATOR=II_SUE, DEGISIM_TUR=1 Endeks, SEASONAL_ADJUST=N arindirilmamis, BASE_PER=2021) - aylik seri ceyreklik ortalamaya donusturulmustur;Sektor endeksi, karsilik gelen NACE Rev.2 grup/sinif endekslerinin BASIT ORTALAMASIDIR - TUIK tarafindan yayimlanan resmi bir sektor agregasi degildir. Panelin uretim trendi ve mevsimselligi bu seriyle karsilastirilarak dogrulanir.
